LogStreamName,Duration,BilledDuration,MemorySize,MaxMemoryUsed
2024/10/15/[$LATEST]5d701feab08e4ea098c471afceb0c65d,3121.80 ,3122 ms	, 640 MB	,32 MB	
2024/10/15/[$LATEST]5d701feab08e4ea098c471afceb0c65d,3039.30 ,3040 ms	, 640 MB	,32 MB	
2024/10/15/[$LATEST]5d701feab08e4ea098c471afceb0c65d,3063.81 ,3064 ms	, 640 MB	,32 MB	
2024/10/15/[$LATEST]5d701feab08e4ea098c471afceb0c65d,3097.05 ,3098 ms	, 640 MB	,32 MB	
2024/10/15/[$LATEST]5d701feab08e4ea098c471afceb0c65d,3064.58 ,3065 ms	, 640 MB	,32 MB	
2024/10/15/[$LATEST]5d701feab08e4ea098c471afceb0c65d,3041.05 ,3042 ms	, 640 MB	,32 MB	
2024/10/15/[$LATEST]d0038995e62e4e20ad5337abf2a56519,3340.37 ,3341 ms	, 576 MB	,32 MB	
2024/10/15/[$LATEST]d0038995e62e4e20ad5337abf2a56519,3339.02 ,3340 ms	, 576 MB	,32 MB	
2024/10/15/[$LATEST]d0038995e62e4e20ad5337abf2a56519,3328.80 ,3329 ms	, 576 MB	,32 MB	
2024/10/15/[$LATEST]d0038995e62e4e20ad5337abf2a56519,3356.78 ,3357 ms	, 576 MB	,32 MB	
2024/10/15/[$LATEST]d0038995e62e4e20ad5337abf2a56519,3349.95 ,3350 ms	, 576 MB	,32 MB	
2024/10/15/[$LATEST]d0038995e62e4e20ad5337abf2a56519,3350.43 ,3351 ms	, 576 MB	,32 MB	
2024/10/15/[$LATEST]d0038995e62e4e20ad5337abf2a56519,3373.43 ,3374 ms	, 576 MB	,32 MB	
2024/10/15/[$LATEST]d0038995e62e4e20ad5337abf2a56519,3339.40 ,3340 ms	, 576 MB	,32 MB	
2024/10/15/[$LATEST]d0038995e62e4e20ad5337abf2a56519,3350.42 ,3351 ms	, 576 MB	,32 MB	
2024/10/15/[$LATEST]d0038995e62e4e20ad5337abf2a56519,3358.35 ,3359 ms	, 576 MB	,32 MB	
2024/10/15/[$LATEST]da5b1ef8dd7e477d967d60f282227c0b,3772.60 ,3773 ms	, 512 MB	,32 MB	
2024/10/15/[$LATEST]da5b1ef8dd7e477d967d60f282227c0b,3722.60 ,3723 ms	, 512 MB	,32 MB	
2024/10/15/[$LATEST]da5b1ef8dd7e477d967d60f282227c0b,3701.63 ,3702 ms	, 512 MB	,32 MB	
2024/10/15/[$LATEST]da5b1ef8dd7e477d967d60f282227c0b,3743.03 ,3744 ms	, 512 MB	,32 MB	
2024/10/15/[$LATEST]da5b1ef8dd7e477d967d60f282227c0b,3750.09 ,3751 ms	, 512 MB	,32 MB	
2024/10/15/[$LATEST]da5b1ef8dd7e477d967d60f282227c0b,3745.97 ,3746 ms	, 512 MB	,32 MB	
2024/10/15/[$LATEST]da5b1ef8dd7e477d967d60f282227c0b,3758.01 ,3759 ms	, 512 MB	,32 MB	
2024/10/15/[$LATEST]da5b1ef8dd7e477d967d60f282227c0b,3736.34 ,3737 ms	, 512 MB	,32 MB	
2024/10/15/[$LATEST]da5b1ef8dd7e477d967d60f282227c0b,3693.60 ,3694 ms	, 512 MB	,32 MB	
2024/10/15/[$LATEST]da5b1ef8dd7e477d967d60f282227c0b,3732.93 ,3733 ms	, 512 MB	,32 MB	
2024/10/15/[$LATEST]6fb9821d8a814d8b9f602e6edcab3003,4306.68 ,4307 ms	, 448 MB	,32 MB	
2024/10/15/[$LATEST]6fb9821d8a814d8b9f602e6edcab3003,4325.25 ,4326 ms	, 448 MB	,32 MB	
2024/10/15/[$LATEST]6fb9821d8a814d8b9f602e6edcab3003,4272.76 ,4273 ms	, 448 MB	,32 MB	
2024/10/15/[$LATEST]6fb9821d8a814d8b9f602e6edcab3003,4339.35 ,4340 ms	, 448 MB	,32 MB	
2024/10/15/[$LATEST]6fb9821d8a814d8b9f602e6edcab3003,4322.59 ,4323 ms	, 448 MB	,32 MB	
2024/10/15/[$LATEST]6fb9821d8a814d8b9f602e6edcab3003,4318.04 ,4319 ms	, 448 MB	,32 MB	
2024/10/15/[$LATEST]6fb9821d8a814d8b9f602e6edcab3003,4330.73 ,4331 ms	, 448 MB	,32 MB	
2024/10/15/[$LATEST]6fb9821d8a814d8b9f602e6edcab3003,4389.19 ,4390 ms	, 448 MB	,32 MB	
2024/10/15/[$LATEST]6fb9821d8a814d8b9f602e6edcab3003,4357.17 ,4358 ms	, 448 MB	,32 MB	
2024/10/15/[$LATEST]6fb9821d8a814d8b9f602e6edcab3003,4367.05 ,4368 ms	, 448 MB	,32 MB	
2024/10/15/[$LATEST]2bc6e81dad2d49289f324c7482e5a022,5073.29 ,5074 ms	, 384 MB	,32 MB	
2024/10/15/[$LATEST]2bc6e81dad2d49289f324c7482e5a022,5046.40 ,5047 ms	, 384 MB	,32 MB	
2024/10/15/[$LATEST]2bc6e81dad2d49289f324c7482e5a022,5147.67 ,5148 ms	, 384 MB	,32 MB	
2024/10/15/[$LATEST]2bc6e81dad2d49289f324c7482e5a022,5006.13 ,5007 ms	, 384 MB	,32 MB	
2024/10/15/[$LATEST]2bc6e81dad2d49289f324c7482e5a022,5134.65 ,5135 ms	, 384 MB	,32 MB	
2024/10/15/[$LATEST]2bc6e81dad2d49289f324c7482e5a022,5053.76 ,5054 ms	, 384 MB	,32 MB	
2024/10/15/[$LATEST]2bc6e81dad2d49289f324c7482e5a022,5078.42 ,5079 ms	, 384 MB	,32 MB	
2024/10/15/[$LATEST]2bc6e81dad2d49289f324c7482e5a022,5160.02 ,5161 ms	, 384 MB	,32 MB	
2024/10/15/[$LATEST]2bc6e81dad2d49289f324c7482e5a022,5090.01 ,5091 ms	, 384 MB	,32 MB	
2024/10/15/[$LATEST]2bc6e81dad2d49289f324c7482e5a022,5056.96 ,5057 ms	, 384 MB	,32 MB	
2024/10/15/[$LATEST]6660b28b86f8432498ddf009051cd592,6251.99 ,6252 ms	, 320 MB	,32 MB	
2024/10/15/[$LATEST]6660b28b86f8432498ddf009051cd592,6225.32 ,6226 ms	, 320 MB	,32 MB	
2024/10/15/[$LATEST]6660b28b86f8432498ddf009051cd592,6196.36 ,6197 ms	, 320 MB	,32 MB	
2024/10/15/[$LATEST]6660b28b86f8432498ddf009051cd592,6195.97 ,6196 ms	, 320 MB	,32 MB	
2024/10/15/[$LATEST]6660b28b86f8432498ddf009051cd592,6295.07 ,6296 ms	, 320 MB	,32 MB	
2024/10/15/[$LATEST]6660b28b86f8432498ddf009051cd592,6227.08 ,6228 ms	, 320 MB	,32 MB	
2024/10/15/[$LATEST]6660b28b86f8432498ddf009051cd592,6204.34 ,6205 ms	, 320 MB	,32 MB	
2024/10/15/[$LATEST]6660b28b86f8432498ddf009051cd592,6241.87 ,6242 ms	, 320 MB	,32 MB	
2024/10/15/[$LATEST]6660b28b86f8432498ddf009051cd592,6252.49 ,6253 ms	, 320 MB	,32 MB	
2024/10/15/[$LATEST]6660b28b86f8432498ddf009051cd592,6214.27 ,6215 ms	, 320 MB	,32 MB	
2024/10/15/[$LATEST]e2ec58629c15484f92f8e807741fd47c,7780.09 ,7781 ms	, 256 MB	,32 MB	
2024/10/15/[$LATEST]e2ec58629c15484f92f8e807741fd47c,7782.70 ,7783 ms	, 256 MB	,32 MB	
2024/10/15/[$LATEST]e2ec58629c15484f92f8e807741fd47c,7798.75 ,7799 ms	, 256 MB	,32 MB	
2024/10/15/[$LATEST]e2ec58629c15484f92f8e807741fd47c,7787.40 ,7788 ms	, 256 MB	,32 MB	
2024/10/15/[$LATEST]e2ec58629c15484f92f8e807741fd47c,7761.69 ,7762 ms	, 256 MB	,32 MB	
2024/10/15/[$LATEST]e2ec58629c15484f92f8e807741fd47c,7559.04 ,7560 ms	, 256 MB	,32 MB	
2024/10/15/[$LATEST]e2ec58629c15484f92f8e807741fd47c,7772.79 ,7773 ms	, 256 MB	,32 MB	
2024/10/15/[$LATEST]e2ec58629c15484f92f8e807741fd47c,7649.52 ,7650 ms	, 256 MB	,32 MB	
2024/10/15/[$LATEST]e2ec58629c15484f92f8e807741fd47c,7650.65 ,7651 ms	, 256 MB	,32 MB	
2024/10/15/[$LATEST]e2ec58629c15484f92f8e807741fd47c,7704.49 ,7705 ms	, 256 MB	,32 MB	
2024/10/15/[$LATEST]f776c40a0f864efb84b428c4e7b9702f,10199.28,10200 ms, 192 MB	,32 MB	
2024/10/15/[$LATEST]f776c40a0f864efb84b428c4e7b9702f,10073.93,10074 ms, 192 MB	,32 MB	
2024/10/15/[$LATEST]f776c40a0f864efb84b428c4e7b9702f,10192.10,10193 ms, 192 MB	,32 MB	
2024/10/15/[$LATEST]f776c40a0f864efb84b428c4e7b9702f,10069.90,10070 ms, 192 MB	,32 MB	
2024/10/15/[$LATEST]f776c40a0f864efb84b428c4e7b9702f,10223.24,10224 ms, 192 MB	,32 MB	
2024/10/15/[$LATEST]f776c40a0f864efb84b428c4e7b9702f,10075.79,10076 ms, 192 MB	,32 MB	
2024/10/15/[$LATEST]f776c40a0f864efb84b428c4e7b9702f,10164.73,10165 ms, 192 MB	,32 MB	
2024/10/15/[$LATEST]f776c40a0f864efb84b428c4e7b9702f,10104.19,10105 ms, 192 MB	,32 MB	
2024/10/15/[$LATEST]f776c40a0f864efb84b428c4e7b9702f,10107.55,10108 ms, 192 MB	,32 MB	
2024/10/15/[$LATEST]f776c40a0f864efb84b428c4e7b9702f,10109.98,10110 ms, 192 MB	,32 MB	
2024/10/15/[$LATEST]21cb0b135b0a48dba258145e6b6ff730,15648.92,15649 ms, 128 MB	,32 MB	
2024/10/15/[$LATEST]21cb0b135b0a48dba258145e6b6ff730,15547.98,15548 ms, 128 MB	,32 MB	
2024/10/15/[$LATEST]21cb0b135b0a48dba258145e6b6ff730,15520.16,15521 ms, 128 MB	,32 MB	
2024/10/15/[$LATEST]21cb0b135b0a48dba258145e6b6ff730,15487.97,15488 ms, 128 MB	,32 MB	
2024/10/15/[$LATEST]21cb0b135b0a48dba258145e6b6ff730,15640.42,15641 ms, 128 MB	,32 MB	
2024/10/15/[$LATEST]21cb0b135b0a48dba258145e6b6ff730,15410.21,15411 ms, 128 MB	,32 MB	
2024/10/15/[$LATEST]21cb0b135b0a48dba258145e6b6ff730,15518.16,15519 ms, 128 MB	,32 MB	
2024/10/15/[$LATEST]21cb0b135b0a48dba258145e6b6ff730,15516.96,15517 ms, 128 MB	,32 MB	
2024/10/15/[$LATEST]21cb0b135b0a48dba258145e6b6ff730,15574.99,15575 ms, 128 MB	,32 MB	
2024/10/15/[$LATEST]21cb0b135b0a48dba258145e6b6ff730,15524.81,15525 ms, 128 MB	,32 MB	
