LogStreamName,Duration,BilledDuration,MemorySize,MaxMemoryUsed
2024/10/14/[$LATEST]9030002245cf48fc81e1d005a02bb8a5,1091.86 ,1092 ms	, 3008 MB,32 MB	
2024/10/14/[$LATEST]9030002245cf48fc81e1d005a02bb8a5,1104.81 ,1105 ms	, 3008 MB,32 MB	
2024/10/14/[$LATEST]9030002245cf48fc81e1d005a02bb8a5,1107.24 ,1108 ms	, 3008 MB,32 MB	
2024/10/14/[$LATEST]9030002245cf48fc81e1d005a02bb8a5,1102.38 ,1103 ms	, 3008 MB,32 MB	
2024/10/14/[$LATEST]9030002245cf48fc81e1d005a02bb8a5,1097.39 ,1098 ms	, 3008 MB,32 MB	
2024/10/14/[$LATEST]9030002245cf48fc81e1d005a02bb8a5,1099.20 ,1100 ms	, 3008 MB,32 MB	
2024/10/14/[$LATEST]9030002245cf48fc81e1d005a02bb8a5,1105.05 ,1106 ms	, 3008 MB,32 MB	
2024/10/14/[$LATEST]9030002245cf48fc81e1d005a02bb8a5,1115.73 ,1116 ms	, 3008 MB,32 MB	
2024/10/14/[$LATEST]9030002245cf48fc81e1d005a02bb8a5,1097.98 ,1098 ms	, 3008 MB,32 MB	
2024/10/14/[$LATEST]fda2c9c0cc1d400598135ac3d565789d,1119.40 ,1120 ms	, 2944 MB,32 MB	
2024/10/14/[$LATEST]fda2c9c0cc1d400598135ac3d565789d,1156.32 ,1157 ms	, 2944 MB,32 MB	
2024/10/14/[$LATEST]fda2c9c0cc1d400598135ac3d565789d,1133.59 ,1134 ms	, 2944 MB,32 MB	
2024/10/14/[$LATEST]fda2c9c0cc1d400598135ac3d565789d,1115.09 ,1116 ms	, 2944 MB,32 MB	
2024/10/14/[$LATEST]fda2c9c0cc1d400598135ac3d565789d,1127.85 ,1128 ms	, 2944 MB,32 MB	
2024/10/14/[$LATEST]fda2c9c0cc1d400598135ac3d565789d,1137.03 ,1138 ms	, 2944 MB,32 MB	
2024/10/14/[$LATEST]fda2c9c0cc1d400598135ac3d565789d,1126.06 ,1127 ms	, 2944 MB,32 MB	
2024/10/14/[$LATEST]fda2c9c0cc1d400598135ac3d565789d,1122.55 ,1123 ms	, 2944 MB,32 MB	
2024/10/14/[$LATEST]fda2c9c0cc1d400598135ac3d565789d,1115.49 ,1116 ms	, 2944 MB,32 MB	
2024/10/14/[$LATEST]fda2c9c0cc1d400598135ac3d565789d,1125.34 ,1126 ms	, 2944 MB,32 MB	
2024/10/14/[$LATEST]9a285b7babb34fd1a245713b8d9eba02,1066.95 ,1067 ms	, 2880 MB,32 MB	
2024/10/14/[$LATEST]9a285b7babb34fd1a245713b8d9eba02,1063.74 ,1064 ms	, 2880 MB,32 MB	
2024/10/14/[$LATEST]9a285b7babb34fd1a245713b8d9eba02,1068.58 ,1069 ms	, 2880 MB,32 MB	
2024/10/14/[$LATEST]9a285b7babb34fd1a245713b8d9eba02,1139.26 ,1140 ms	, 2880 MB,32 MB	
2024/10/14/[$LATEST]9a285b7babb34fd1a245713b8d9eba02,1064.45 ,1065 ms	, 2880 MB,32 MB	
2024/10/14/[$LATEST]9a285b7babb34fd1a245713b8d9eba02,1063.35 ,1064 ms	, 2880 MB,32 MB	
2024/10/14/[$LATEST]9a285b7babb34fd1a245713b8d9eba02,1087.11 ,1088 ms	, 2880 MB,32 MB	
2024/10/14/[$LATEST]9a285b7babb34fd1a245713b8d9eba02,1065.67 ,1066 ms	, 2880 MB,32 MB	
2024/10/14/[$LATEST]9a285b7babb34fd1a245713b8d9eba02,1064.01 ,1065 ms	, 2880 MB,32 MB	
2024/10/14/[$LATEST]9a285b7babb34fd1a245713b8d9eba02,1095.84 ,1096 ms	, 2880 MB,32 MB	
2024/10/14/[$LATEST]ca5eb1df784848199a7da066f5c1dc10,1196.56 ,1197 ms	, 2816 MB,32 MB	
2024/10/14/[$LATEST]ca5eb1df784848199a7da066f5c1dc10,1138.63 ,1139 ms	, 2816 MB,32 MB	
2024/10/14/[$LATEST]ca5eb1df784848199a7da066f5c1dc10,1184.63 ,1185 ms	, 2816 MB,32 MB	
2024/10/14/[$LATEST]ca5eb1df784848199a7da066f5c1dc10,1169.77 ,1170 ms	, 2816 MB,32 MB	
2024/10/14/[$LATEST]ca5eb1df784848199a7da066f5c1dc10,1183.28 ,1184 ms	, 2816 MB,32 MB	
2024/10/14/[$LATEST]ca5eb1df784848199a7da066f5c1dc10,1208.78 ,1209 ms	, 2816 MB,32 MB	
2024/10/14/[$LATEST]ca5eb1df784848199a7da066f5c1dc10,1142.09 ,1143 ms	, 2816 MB,32 MB	
2024/10/14/[$LATEST]ca5eb1df784848199a7da066f5c1dc10,1171.27 ,1172 ms	, 2816 MB,32 MB	
2024/10/14/[$LATEST]ca5eb1df784848199a7da066f5c1dc10,1200.20 ,1201 ms	, 2816 MB,32 MB	
2024/10/14/[$LATEST]ca5eb1df784848199a7da066f5c1dc10,1185.04 ,1186 ms	, 2816 MB,32 MB	
2024/10/14/[$LATEST]01a10884401a4cce9d65e1e63d4e0553,1074.27 ,1075 ms	, 2752 MB,32 MB	
2024/10/14/[$LATEST]01a10884401a4cce9d65e1e63d4e0553,1070.33 ,1071 ms	, 2752 MB,32 MB	
2024/10/14/[$LATEST]01a10884401a4cce9d65e1e63d4e0553,1069.56 ,1070 ms	, 2752 MB,32 MB	
2024/10/14/[$LATEST]01a10884401a4cce9d65e1e63d4e0553,1074.34 ,1075 ms	, 2752 MB,32 MB	
2024/10/14/[$LATEST]01a10884401a4cce9d65e1e63d4e0553,1090.40 ,1091 ms	, 2752 MB,32 MB	
2024/10/14/[$LATEST]01a10884401a4cce9d65e1e63d4e0553,1067.90 ,1068 ms	, 2752 MB,32 MB	
2024/10/14/[$LATEST]01a10884401a4cce9d65e1e63d4e0553,1102.07 ,1103 ms	, 2752 MB,32 MB	
2024/10/14/[$LATEST]01a10884401a4cce9d65e1e63d4e0553,1095.03 ,1096 ms	, 2752 MB,32 MB	
2024/10/14/[$LATEST]01a10884401a4cce9d65e1e63d4e0553,1076.22 ,1077 ms	, 2752 MB,32 MB	
2024/10/14/[$LATEST]01a10884401a4cce9d65e1e63d4e0553,1075.43 ,1076 ms	, 2752 MB,32 MB	
2024/10/14/[$LATEST]5fd06fa1b9eb40759083e8ecc3338fb4,1119.61 ,1120 ms	, 2688 MB,32 MB	
2024/10/14/[$LATEST]5fd06fa1b9eb40759083e8ecc3338fb4,1110.65 ,1111 ms	, 2688 MB,32 MB	
2024/10/14/[$LATEST]5fd06fa1b9eb40759083e8ecc3338fb4,1123.19 ,1124 ms	, 2688 MB,32 MB	
2024/10/14/[$LATEST]5fd06fa1b9eb40759083e8ecc3338fb4,1117.41 ,1118 ms	, 2688 MB,32 MB	
2024/10/14/[$LATEST]5fd06fa1b9eb40759083e8ecc3338fb4,1116.18 ,1117 ms	, 2688 MB,32 MB	
2024/10/14/[$LATEST]5fd06fa1b9eb40759083e8ecc3338fb4,1109.81 ,1110 ms	, 2688 MB,32 MB	
2024/10/14/[$LATEST]5fd06fa1b9eb40759083e8ecc3338fb4,1109.07 ,1110 ms	, 2688 MB,32 MB	
2024/10/14/[$LATEST]5fd06fa1b9eb40759083e8ecc3338fb4,1112.01 ,1113 ms	, 2688 MB,32 MB	
2024/10/14/[$LATEST]5fd06fa1b9eb40759083e8ecc3338fb4,1112.40 ,1113 ms	, 2688 MB,32 MB	
2024/10/14/[$LATEST]5fd06fa1b9eb40759083e8ecc3338fb4,1107.95 ,1108 ms	, 2688 MB,32 MB	
2024/10/14/[$LATEST]6f531b4e160a4ad4b721bd573c1302f2,1080.43 ,1081 ms	, 2624 MB,32 MB	
2024/10/14/[$LATEST]6f531b4e160a4ad4b721bd573c1302f2,1080.11 ,1081 ms	, 2624 MB,32 MB	
2024/10/14/[$LATEST]6f531b4e160a4ad4b721bd573c1302f2,1079.89 ,1080 ms	, 2624 MB,32 MB	
2024/10/14/[$LATEST]6f531b4e160a4ad4b721bd573c1302f2,1080.17 ,1081 ms	, 2624 MB,32 MB	
2024/10/14/[$LATEST]6f531b4e160a4ad4b721bd573c1302f2,1081.00 ,1082 ms	, 2624 MB,32 MB	
2024/10/14/[$LATEST]6f531b4e160a4ad4b721bd573c1302f2,1080.40 ,1081 ms	, 2624 MB,32 MB	
2024/10/14/[$LATEST]6f531b4e160a4ad4b721bd573c1302f2,1082.85 ,1083 ms	, 2624 MB,32 MB	
2024/10/14/[$LATEST]6f531b4e160a4ad4b721bd573c1302f2,1078.36 ,1079 ms	, 2624 MB,32 MB	
2024/10/14/[$LATEST]6f531b4e160a4ad4b721bd573c1302f2,1081.36 ,1082 ms	, 2624 MB,32 MB	
2024/10/14/[$LATEST]6f531b4e160a4ad4b721bd573c1302f2,1081.73 ,1082 ms	, 2624 MB,32 MB	
2024/10/14/[$LATEST]341d45cf04744a06829c5dd44d6eb7f5,1152.72 ,1153 ms	, 2560 MB,32 MB	
2024/10/14/[$LATEST]341d45cf04744a06829c5dd44d6eb7f5,1161.35 ,1162 ms	, 2560 MB,32 MB	
2024/10/14/[$LATEST]341d45cf04744a06829c5dd44d6eb7f5,1155.80 ,1156 ms	, 2560 MB,32 MB	
2024/10/14/[$LATEST]341d45cf04744a06829c5dd44d6eb7f5,1164.62 ,1165 ms	, 2560 MB,32 MB	
2024/10/14/[$LATEST]341d45cf04744a06829c5dd44d6eb7f5,1142.30 ,1143 ms	, 2560 MB,32 MB	
2024/10/14/[$LATEST]341d45cf04744a06829c5dd44d6eb7f5,1162.14 ,1163 ms	, 2560 MB,32 MB	
2024/10/14/[$LATEST]341d45cf04744a06829c5dd44d6eb7f5,1158.66 ,1159 ms	, 2560 MB,32 MB	
2024/10/14/[$LATEST]341d45cf04744a06829c5dd44d6eb7f5,1147.74 ,1148 ms	, 2560 MB,32 MB	
2024/10/14/[$LATEST]341d45cf04744a06829c5dd44d6eb7f5,1145.99 ,1146 ms	, 2560 MB,32 MB	
2024/10/14/[$LATEST]341d45cf04744a06829c5dd44d6eb7f5,1144.27 ,1145 ms	, 2560 MB,32 MB	
2024/10/14/[$LATEST]78723230c9904103888696aea4c1449f,1112.13 ,1113 ms	, 2496 MB,32 MB	
2024/10/14/[$LATEST]78723230c9904103888696aea4c1449f,1117.09 ,1118 ms	, 2496 MB,32 MB	
2024/10/14/[$LATEST]78723230c9904103888696aea4c1449f,1119.04 ,1120 ms	, 2496 MB,32 MB	
2024/10/14/[$LATEST]78723230c9904103888696aea4c1449f,1136.05 ,1137 ms	, 2496 MB,32 MB	
2024/10/14/[$LATEST]78723230c9904103888696aea4c1449f,1228.32 ,1229 ms	, 2496 MB,32 MB	
2024/10/14/[$LATEST]78723230c9904103888696aea4c1449f,1116.69 ,1117 ms	, 2496 MB,32 MB	
2024/10/14/[$LATEST]78723230c9904103888696aea4c1449f,1123.22 ,1124 ms	, 2496 MB,32 MB	
2024/10/14/[$LATEST]78723230c9904103888696aea4c1449f,1119.50 ,1120 ms	, 2496 MB,32 MB	
2024/10/14/[$LATEST]78723230c9904103888696aea4c1449f,1121.84 ,1122 ms	, 2496 MB,32 MB	
2024/10/14/[$LATEST]78723230c9904103888696aea4c1449f,1111.68 ,1112 ms	, 2496 MB,32 MB	
2024/10/14/[$LATEST]8d9c606166834c58a250b3fdc395d3b6,1065.94 ,1066 ms	, 2432 MB,32 MB	
2024/10/14/[$LATEST]8d9c606166834c58a250b3fdc395d3b6,1068.04 ,1069 ms	, 2432 MB,32 MB	
2024/10/14/[$LATEST]8d9c606166834c58a250b3fdc395d3b6,1066.00 ,1066 ms	, 2432 MB,32 MB	
2024/10/14/[$LATEST]8d9c606166834c58a250b3fdc395d3b6,1067.06 ,1068 ms	, 2432 MB,32 MB	
2024/10/14/[$LATEST]8d9c606166834c58a250b3fdc395d3b6,1069.32 ,1070 ms	, 2432 MB,32 MB	
2024/10/14/[$LATEST]8d9c606166834c58a250b3fdc395d3b6,1075.57 ,1076 ms	, 2432 MB,32 MB	
2024/10/14/[$LATEST]8d9c606166834c58a250b3fdc395d3b6,1065.02 ,1066 ms	, 2432 MB,32 MB	
2024/10/14/[$LATEST]8d9c606166834c58a250b3fdc395d3b6,1065.70 ,1066 ms	, 2432 MB,32 MB	
2024/10/14/[$LATEST]8d9c606166834c58a250b3fdc395d3b6,1066.54 ,1067 ms	, 2432 MB,32 MB	
2024/10/14/[$LATEST]8d9c606166834c58a250b3fdc395d3b6,1066.13 ,1067 ms	, 2432 MB,32 MB	
2024/10/14/[$LATEST]4a33dd12486b40ae885bece652eaf22d,1078.21 ,1079 ms	, 2368 MB,32 MB	
2024/10/14/[$LATEST]4a33dd12486b40ae885bece652eaf22d,1079.38 ,1080 ms	, 2368 MB,32 MB	
2024/10/14/[$LATEST]4a33dd12486b40ae885bece652eaf22d,1078.68 ,1079 ms	, 2368 MB,32 MB	
2024/10/14/[$LATEST]4a33dd12486b40ae885bece652eaf22d,1078.04 ,1079 ms	, 2368 MB,32 MB	
2024/10/14/[$LATEST]4a33dd12486b40ae885bece652eaf22d,1080.63 ,1081 ms	, 2368 MB,32 MB	
2024/10/14/[$LATEST]4a33dd12486b40ae885bece652eaf22d,1078.46 ,1079 ms	, 2368 MB,32 MB	
2024/10/14/[$LATEST]4a33dd12486b40ae885bece652eaf22d,1076.96 ,1077 ms	, 2368 MB,32 MB	
2024/10/14/[$LATEST]4a33dd12486b40ae885bece652eaf22d,1078.37 ,1079 ms	, 2368 MB,32 MB	
2024/10/14/[$LATEST]4a33dd12486b40ae885bece652eaf22d,1078.73 ,1079 ms	, 2368 MB,32 MB	
2024/10/14/[$LATEST]4a33dd12486b40ae885bece652eaf22d,1078.86 ,1079 ms	, 2368 MB,32 MB	
2024/10/14/[$LATEST]cbec4b639340440c8efe1f48531ca619,1123.72 ,1124 ms	, 2304 MB,32 MB	
2024/10/14/[$LATEST]cbec4b639340440c8efe1f48531ca619,1114.83 ,1115 ms	, 2304 MB,32 MB	
2024/10/14/[$LATEST]cbec4b639340440c8efe1f48531ca619,1135.31 ,1136 ms	, 2304 MB,32 MB	
2024/10/14/[$LATEST]cbec4b639340440c8efe1f48531ca619,1116.28 ,1117 ms	, 2304 MB,32 MB	
2024/10/14/[$LATEST]cbec4b639340440c8efe1f48531ca619,1120.88 ,1121 ms	, 2304 MB,32 MB	
2024/10/14/[$LATEST]cbec4b639340440c8efe1f48531ca619,1126.78 ,1127 ms	, 2304 MB,32 MB	
2024/10/14/[$LATEST]cbec4b639340440c8efe1f48531ca619,1133.53 ,1134 ms	, 2304 MB,32 MB	
2024/10/14/[$LATEST]cbec4b639340440c8efe1f48531ca619,1108.61 ,1109 ms	, 2304 MB,32 MB	
2024/10/14/[$LATEST]cbec4b639340440c8efe1f48531ca619,1112.19 ,1113 ms	, 2304 MB,32 MB	
2024/10/14/[$LATEST]cbec4b639340440c8efe1f48531ca619,1115.01 ,1116 ms	, 2304 MB,32 MB	
2024/10/14/[$LATEST]920c18bda842487d9a686ae3d3fe83e5,1129.98 ,1130 ms	, 2240 MB,32 MB	
2024/10/14/[$LATEST]920c18bda842487d9a686ae3d3fe83e5,1091.21 ,1092 ms	, 2240 MB,32 MB	
2024/10/14/[$LATEST]920c18bda842487d9a686ae3d3fe83e5,1099.51 ,1100 ms	, 2240 MB,32 MB	
2024/10/14/[$LATEST]920c18bda842487d9a686ae3d3fe83e5,1101.30 ,1102 ms	, 2240 MB,32 MB	
2024/10/14/[$LATEST]920c18bda842487d9a686ae3d3fe83e5,1096.85 ,1097 ms	, 2240 MB,32 MB	
2024/10/14/[$LATEST]920c18bda842487d9a686ae3d3fe83e5,1092.43 ,1093 ms	, 2240 MB,32 MB	
2024/10/14/[$LATEST]920c18bda842487d9a686ae3d3fe83e5,1096.18 ,1097 ms	, 2240 MB,32 MB	
2024/10/14/[$LATEST]920c18bda842487d9a686ae3d3fe83e5,1103.64 ,1104 ms	, 2240 MB,32 MB	
2024/10/14/[$LATEST]920c18bda842487d9a686ae3d3fe83e5,1118.12 ,1119 ms	, 2240 MB,32 MB	
2024/10/14/[$LATEST]920c18bda842487d9a686ae3d3fe83e5,1096.53 ,1097 ms	, 2240 MB,32 MB	
2024/10/14/[$LATEST]b8dc31d982c14d9aa58f2065a08284b7,1081.74 ,1082 ms	, 2176 MB,32 MB	
2024/10/14/[$LATEST]b8dc31d982c14d9aa58f2065a08284b7,1086.71 ,1087 ms	, 2176 MB,32 MB	
2024/10/14/[$LATEST]b8dc31d982c14d9aa58f2065a08284b7,1079.95 ,1080 ms	, 2176 MB,32 MB	
2024/10/14/[$LATEST]b8dc31d982c14d9aa58f2065a08284b7,1109.58 ,1110 ms	, 2176 MB,32 MB	
2024/10/14/[$LATEST]b8dc31d982c14d9aa58f2065a08284b7,1080.04 ,1081 ms	, 2176 MB,32 MB	
2024/10/14/[$LATEST]b8dc31d982c14d9aa58f2065a08284b7,1076.19 ,1077 ms	, 2176 MB,32 MB	
2024/10/14/[$LATEST]b8dc31d982c14d9aa58f2065a08284b7,1078.13 ,1079 ms	, 2176 MB,32 MB	
2024/10/14/[$LATEST]b8dc31d982c14d9aa58f2065a08284b7,1080.90 ,1081 ms	, 2176 MB,32 MB	
2024/10/14/[$LATEST]b8dc31d982c14d9aa58f2065a08284b7,1078.26 ,1079 ms	, 2176 MB,32 MB	
2024/10/14/[$LATEST]b8dc31d982c14d9aa58f2065a08284b7,1080.46 ,1081 ms	, 2176 MB,32 MB	
2024/10/14/[$LATEST]4078d3c06e6144ab969c8ccfd9e60e76,1080.94 ,1081 ms	, 2112 MB,32 MB	
2024/10/14/[$LATEST]4078d3c06e6144ab969c8ccfd9e60e76,1080.24 ,1081 ms	, 2112 MB,32 MB	
2024/10/14/[$LATEST]4078d3c06e6144ab969c8ccfd9e60e76,1080.04 ,1081 ms	, 2112 MB,32 MB	
2024/10/14/[$LATEST]4078d3c06e6144ab969c8ccfd9e60e76,1080.23 ,1081 ms	, 2112 MB,32 MB	
2024/10/14/[$LATEST]4078d3c06e6144ab969c8ccfd9e60e76,1078.88 ,1079 ms	, 2112 MB,32 MB	
2024/10/14/[$LATEST]4078d3c06e6144ab969c8ccfd9e60e76,1080.31 ,1081 ms	, 2112 MB,32 MB	
2024/10/14/[$LATEST]4078d3c06e6144ab969c8ccfd9e60e76,1078.77 ,1079 ms	, 2112 MB,32 MB	
2024/10/14/[$LATEST]4078d3c06e6144ab969c8ccfd9e60e76,1081.05 ,1082 ms	, 2112 MB,32 MB	
2024/10/14/[$LATEST]4078d3c06e6144ab969c8ccfd9e60e76,1080.64 ,1081 ms	, 2112 MB,32 MB	
2024/10/14/[$LATEST]4078d3c06e6144ab969c8ccfd9e60e76,1079.73 ,1080 ms	, 2112 MB,32 MB	
2024/10/14/[$LATEST]245fb9b39a904cf297acd30f488b0c6c,1103.09 ,1104 ms	, 2048 MB,32 MB	
2024/10/14/[$LATEST]245fb9b39a904cf297acd30f488b0c6c,1105.24 ,1106 ms	, 2048 MB,32 MB	
2024/10/14/[$LATEST]245fb9b39a904cf297acd30f488b0c6c,1104.06 ,1105 ms	, 2048 MB,32 MB	
2024/10/14/[$LATEST]245fb9b39a904cf297acd30f488b0c6c,1103.72 ,1104 ms	, 2048 MB,32 MB	
2024/10/14/[$LATEST]245fb9b39a904cf297acd30f488b0c6c,1107.55 ,1108 ms	, 2048 MB,32 MB	
2024/10/14/[$LATEST]245fb9b39a904cf297acd30f488b0c6c,1104.61 ,1105 ms	, 2048 MB,32 MB	
2024/10/14/[$LATEST]245fb9b39a904cf297acd30f488b0c6c,1104.97 ,1105 ms	, 2048 MB,32 MB	
2024/10/14/[$LATEST]245fb9b39a904cf297acd30f488b0c6c,1106.83 ,1107 ms	, 2048 MB,32 MB	
2024/10/14/[$LATEST]245fb9b39a904cf297acd30f488b0c6c,1117.15 ,1118 ms	, 2048 MB,32 MB	
2024/10/14/[$LATEST]245fb9b39a904cf297acd30f488b0c6c,1099.86 ,1100 ms	, 2048 MB,32 MB	
2024/10/14/[$LATEST]ff2accea4db0466787c138b018f9d625,1090.78 ,1091 ms	, 1984 MB,32 MB	
2024/10/14/[$LATEST]ff2accea4db0466787c138b018f9d625,1083.12 ,1084 ms	, 1984 MB,32 MB	
2024/10/14/[$LATEST]ff2accea4db0466787c138b018f9d625,1120.67 ,1121 ms	, 1984 MB,32 MB	
2024/10/14/[$LATEST]ff2accea4db0466787c138b018f9d625,1106.59 ,1107 ms	, 1984 MB,32 MB	
2024/10/14/[$LATEST]ff2accea4db0466787c138b018f9d625,1087.48 ,1088 ms	, 1984 MB,32 MB	
2024/10/14/[$LATEST]ff2accea4db0466787c138b018f9d625,1117.53 ,1118 ms	, 1984 MB,32 MB	
2024/10/14/[$LATEST]ff2accea4db0466787c138b018f9d625,1091.32 ,1092 ms	, 1984 MB,32 MB	
2024/10/14/[$LATEST]ff2accea4db0466787c138b018f9d625,1097.67 ,1098 ms	, 1984 MB,32 MB	
2024/10/14/[$LATEST]ff2accea4db0466787c138b018f9d625,1107.65 ,1108 ms	, 1984 MB,32 MB	
2024/10/14/[$LATEST]ff2accea4db0466787c138b018f9d625,1117.25 ,1118 ms	, 1984 MB,32 MB	
2024/10/14/[$LATEST]f2cac0dc40d54c7282fa0bcfef960484,1100.37 ,1101 ms	, 1920 MB,32 MB	
2024/10/14/[$LATEST]f2cac0dc40d54c7282fa0bcfef960484,1102.24 ,1103 ms	, 1920 MB,32 MB	
2024/10/14/[$LATEST]f2cac0dc40d54c7282fa0bcfef960484,1101.78 ,1102 ms	, 1920 MB,32 MB	
2024/10/14/[$LATEST]f2cac0dc40d54c7282fa0bcfef960484,1102.32 ,1103 ms	, 1920 MB,32 MB	
2024/10/14/[$LATEST]f2cac0dc40d54c7282fa0bcfef960484,1104.65 ,1105 ms	, 1920 MB,32 MB	
2024/10/14/[$LATEST]f2cac0dc40d54c7282fa0bcfef960484,1101.44 ,1102 ms	, 1920 MB,32 MB	
2024/10/14/[$LATEST]f2cac0dc40d54c7282fa0bcfef960484,1101.61 ,1102 ms	, 1920 MB,32 MB	
2024/10/14/[$LATEST]f2cac0dc40d54c7282fa0bcfef960484,1103.80 ,1104 ms	, 1920 MB,32 MB	
2024/10/14/[$LATEST]f2cac0dc40d54c7282fa0bcfef960484,1097.34 ,1098 ms	, 1920 MB,32 MB	
2024/10/14/[$LATEST]f2cac0dc40d54c7282fa0bcfef960484,1101.34 ,1102 ms	, 1920 MB,32 MB	
2024/10/14/[$LATEST]f73f892532f24a48926e6aaff7657cbb,1099.89 ,1100 ms	, 1856 MB,32 MB	
2024/10/14/[$LATEST]f73f892532f24a48926e6aaff7657cbb,1100.32 ,1101 ms	, 1856 MB,32 MB	
2024/10/14/[$LATEST]f73f892532f24a48926e6aaff7657cbb,1101.14 ,1102 ms	, 1856 MB,32 MB	
2024/10/14/[$LATEST]f73f892532f24a48926e6aaff7657cbb,1099.50 ,1100 ms	, 1856 MB,32 MB	
2024/10/14/[$LATEST]f73f892532f24a48926e6aaff7657cbb,1101.59 ,1102 ms	, 1856 MB,32 MB	
2024/10/14/[$LATEST]f73f892532f24a48926e6aaff7657cbb,1097.54 ,1098 ms	, 1856 MB,32 MB	
2024/10/14/[$LATEST]f73f892532f24a48926e6aaff7657cbb,1101.68 ,1102 ms	, 1856 MB,32 MB	
2024/10/14/[$LATEST]f73f892532f24a48926e6aaff7657cbb,1101.87 ,1102 ms	, 1856 MB,32 MB	
2024/10/14/[$LATEST]f73f892532f24a48926e6aaff7657cbb,1101.57 ,1102 ms	, 1856 MB,32 MB	
2024/10/14/[$LATEST]f73f892532f24a48926e6aaff7657cbb,1103.16 ,1104 ms	, 1856 MB,32 MB	
2024/10/14/[$LATEST]e017a9b0e6d04da88eb9fc1ae45e3a66,1142.26 ,1143 ms	, 1792 MB,32 MB	
2024/10/14/[$LATEST]e017a9b0e6d04da88eb9fc1ae45e3a66,1135.30 ,1136 ms	, 1792 MB,32 MB	
2024/10/14/[$LATEST]e017a9b0e6d04da88eb9fc1ae45e3a66,1081.35 ,1082 ms	, 1792 MB,32 MB	
2024/10/14/[$LATEST]e017a9b0e6d04da88eb9fc1ae45e3a66,1081.34 ,1082 ms	, 1792 MB,32 MB	
2024/10/14/[$LATEST]e017a9b0e6d04da88eb9fc1ae45e3a66,1128.42 ,1129 ms	, 1792 MB,32 MB	
2024/10/14/[$LATEST]e017a9b0e6d04da88eb9fc1ae45e3a66,1077.63 ,1078 ms	, 1792 MB,32 MB	
2024/10/14/[$LATEST]e017a9b0e6d04da88eb9fc1ae45e3a66,1131.46 ,1132 ms	, 1792 MB,32 MB	
2024/10/14/[$LATEST]e017a9b0e6d04da88eb9fc1ae45e3a66,1133.55 ,1134 ms	, 1792 MB,32 MB	
2024/10/14/[$LATEST]e017a9b0e6d04da88eb9fc1ae45e3a66,1076.65 ,1077 ms	, 1792 MB,32 MB	
2024/10/14/[$LATEST]e017a9b0e6d04da88eb9fc1ae45e3a66,1082.32 ,1083 ms	, 1792 MB,32 MB	
2024/10/14/[$LATEST]fa4df72014fd4f76b7c2c245d35a99e9,1168.78 ,1169 ms	, 1728 MB,32 MB	
2024/10/14/[$LATEST]fa4df72014fd4f76b7c2c245d35a99e9,1166.75 ,1167 ms	, 1728 MB,32 MB	
2024/10/14/[$LATEST]fa4df72014fd4f76b7c2c245d35a99e9,1167.35 ,1168 ms	, 1728 MB,32 MB	
2024/10/14/[$LATEST]fa4df72014fd4f76b7c2c245d35a99e9,1104.37 ,1105 ms	, 1728 MB,32 MB	
2024/10/14/[$LATEST]fa4df72014fd4f76b7c2c245d35a99e9,1116.46 ,1117 ms	, 1728 MB,32 MB	
2024/10/14/[$LATEST]fa4df72014fd4f76b7c2c245d35a99e9,1165.29 ,1166 ms	, 1728 MB,32 MB	
2024/10/14/[$LATEST]fa4df72014fd4f76b7c2c245d35a99e9,1103.02 ,1104 ms	, 1728 MB,32 MB	
2024/10/14/[$LATEST]fa4df72014fd4f76b7c2c245d35a99e9,1175.08 ,1176 ms	, 1728 MB,32 MB	
2024/10/14/[$LATEST]fa4df72014fd4f76b7c2c245d35a99e9,1166.00 ,1167 ms	, 1728 MB,32 MB	
2024/10/14/[$LATEST]fa4df72014fd4f76b7c2c245d35a99e9,1167.06 ,1168 ms	, 1728 MB,32 MB	
2024/10/14/[$LATEST]be7c3cb4979640a38558309780d7c9b2,1204.12 ,1205 ms	, 1664 MB,32 MB	
2024/10/14/[$LATEST]be7c3cb4979640a38558309780d7c9b2,1257.72 ,1258 ms	, 1664 MB,32 MB	
2024/10/14/[$LATEST]be7c3cb4979640a38558309780d7c9b2,1189.80 ,1190 ms	, 1664 MB,32 MB	
2024/10/14/[$LATEST]be7c3cb4979640a38558309780d7c9b2,1254.46 ,1255 ms	, 1664 MB,32 MB	
2024/10/14/[$LATEST]be7c3cb4979640a38558309780d7c9b2,1184.51 ,1185 ms	, 1664 MB,32 MB	
2024/10/14/[$LATEST]be7c3cb4979640a38558309780d7c9b2,1258.05 ,1259 ms	, 1664 MB,32 MB	
2024/10/14/[$LATEST]be7c3cb4979640a38558309780d7c9b2,1255.59 ,1256 ms	, 1664 MB,32 MB	
2024/10/14/[$LATEST]be7c3cb4979640a38558309780d7c9b2,1249.13 ,1250 ms	, 1664 MB,32 MB	
2024/10/14/[$LATEST]be7c3cb4979640a38558309780d7c9b2,1198.44 ,1199 ms	, 1664 MB,32 MB	
2024/10/14/[$LATEST]be7c3cb4979640a38558309780d7c9b2,1199.75 ,1200 ms	, 1664 MB,32 MB	
2024/10/14/[$LATEST]802ae9848c7344449d6c82cc6b875b82,1600.17 ,1601 ms	, 1600 MB,32 MB	
2024/10/14/[$LATEST]802ae9848c7344449d6c82cc6b875b82,1595.32 ,1596 ms	, 1600 MB,32 MB	
